segmentNumber,segmentName,procNumber,procName,isFunction,isAssembly,parameters,returnType
1,PASCALCOMPILER,1,PASCALCOMPILER,false,false,JUNK1:INTEGER;JUNK2:INTEGER,UNKNOWN
1,PASCALCOMPILER,2,IDSEARCH,false,true,SYMCURSOR:0..1023;SYMBUF:PACKED ARRAY[0..1023] OF CHAR,
1,PASCALCOMPILER,3,TREESEARCH,true,true,ROOTP:^NODE;FOUNDP:^NODE;TARGET:PACKED ARRAY [1..8] OF CHAR,INTEGER
1,PASCALCOMPILER,4,ERROR,false,false,ERRORNUM:INTEGER,UNKNOWN
1,PASCALCOMPILER,5,,false,false,,UNKNOWN
1,PASCALCOMPILER,6,PRINTLINE,false,false,,UNKNOWN
1,PASCALCOMPILER,7,ENTERID,false,false,FCP:CTP,UNKNOWN
1,PASCALCOMPILER,8,INSYMBOL,false,false,,UNKNOWN
1,PASCALCOMPILER,9,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,10,SEARCHID,false,false,FIDCLS:SETOFIDS;FCP:CTP,
1,PASCALCOMPILER,11,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,12,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;ERRORNUM:INTEGER,UNKNOWN
1,PASCALCOMPILER,13,,false,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,14,CHECKEND,false,false,,UNKNOWN
1,PASCALCOMPILER,15,,true,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,16,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,17,,true,false,PARAM1:UNKNOWN,BOOLEAN
1,PASCALCOMPILER,18,,true,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,19,,true,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,20,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,21,,true,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,22,,false,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,23,,false,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,24,WRITECODE,false,false,FORCEBUF:BOOLEAN,
1,PASCALCOMPILER,25,FINISHSEG,false,false,,
1,PASCALCOMPILER,26,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,27,,false,false,,UNKNOWN
1,PASCALCOMPILER,28,,false,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,29,,true,false,PARAM1:UNKNOWN,BOOLEAN
1,PASCALCOMPILER,30,,false,false,,UNKNOWN
1,PASCALCOMPILER,31,,false,false,,UNKNOWN
10,ROUTINE,1,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
10,ROUTINE,10,,false,false,,UNKNOWN
10,ROUTINE,11,,false,false,,UNKNOWN
10,ROUTINE,12,,false,false,,UNKNOWN
10,ROUTINE,13,,false,false,,UNKNOWN
10,ROUTINE,14,,false,false,,UNKNOWN
10,ROUTINE,15,,false,false,,UNKNOWN
10,ROUTINE,16,,false,false,,UNKNOWN
10,ROUTINE,17,,false,false,,UNKNOWN
10,ROUTINE,2,,false,false,,UNKNOWN
10,ROUTINE,3,,false,false,,UNKNOWN
10,ROUTINE,4,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,UNKNOWN
10,ROUTINE,5,,false,false,,UNKNOWN
10,ROUTINE,6,,false,false,,UNKNOWN
10,ROUTINE,7,,false,false,,UNKNOWN
10,ROUTINE,8,,false,false,,UNKNOWN
10,ROUTINE,9,,false,false,,UNKNOWN
11,STATEMEN,1,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,UNKNOWN
11,STATEMEN,2,,false,false,PARAM1:UNKNOWN,UNKNOWN
11,STATEMEN,3,,false,false,,UNKNOWN
11,STATEMEN,4,,false,false,,UNKNOWN
11,STATEMEN,5,,false,false,,UNKNOWN
11,STATEMEN,6,,false,false,,UNKNOWN
11,STATEMEN,7,,false,false,,UNKNOWN
11,STATEMEN,8,,false,false,,UNKNOWN
12,CASESTAT,1,,false,false,,UNKNOWN
13,FORSTATE,1,,false,false,,UNKNOWN
14,BODY1,1,,false,false,,UNKNOWN
15,BODY3,1,,false,false,,UNKNOWN
15,BODY3,2,,false,false,,UNKNOWN
16,WRITELIN,1,,false,false,,UNKNOWN
16,WRITELIN,2,,false,false,PARAM1:UNKNOWN,UNKNOWN
16,WRITELIN,3,,false,false,,UNKNOWN
16,WRITELIN,4,,false,false,PARAM1:UNKNOWN,UNKNOWN
16,WRITELINKERINFO,1,,false,false,,UNKNOWN
16,WRITELINKERINFO,2,,false,false,PARAM1:UNKNOWN,UNKNOWN
16,WRITELINKERINFO,3,,false,false,,UNKNOWN
16,WRITELINKERINFO,4,,false,false,PARAM1:UNKNOWN,UNKNOWN
17,UNITPART,1,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,UNKNOWN
17,UNITPART,2,OPENREFFILE,false,false,,
17,UNITPART,3,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,UNKNOWN
17,UNITPART,4,,false,false,,UNKNOWN
18,COMPOPTI,1,COMMENTER,true,false,STOPPER:CHAR,BOOLEAN
18,COMPOPTI,2,,false,false,,UNKNOWN
18,COMPOPTI,3,SCANSTRING,false,false,STRG:STRING;MAXLENG:INTEGER,
18,COMPOPTI,4,,false,false,,UNKNOWN
18,COMPOPTI,5,,false,false,PARAM1:UNKNOWN,UNKNOWN
19,NUMSTRIN,1,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,UNKNOWN
19,NUMSTRIN,2,,false,false,,UNKNOWN
19,NUMSTRIN,3,,false,false,,UNKNOWN
20,FINISHUP,1,FINISHUP,false,false,,UNKNOWN
7,COMPINIT,1,,false,false,,UNKNOWN
7,COMPINIT,1,COMPINIT,false,false,,UNKNOWN
7,COMPINIT,10,,false,false,,UNKNOWN
7,COMPINIT,10,INITSETS,false,false,,UNKNOWN
7,COMPINIT,11,,false,false,,UNKNOWN
7,COMPINIT,11,CHKVERSION,false,false,,UNKNOWN
7,COMPINIT,2,,false,false,,UNKNOWN
7,COMPINIT,3,,false,false,,UNKNOWN
7,COMPINIT,4,,false,false,,UNKNOWN
7,COMPINIT,5,,false,false,PARAM1:UNKNOWN,UNKNOWN
7,COMPINIT,6,,false,false,PARAM1:UNKNOWN,UNKNOWN
7,COMPINIT,7,,false,false,,UNKNOWN
7,COMPINIT,8,,false,false,,UNKNOWN
7,COMPINIT,9,,false,false,,UNKNOWN
7,COMPINIT,9,INITSCALARS,false,false,,UNKNOWN
8,DECLARATIONPART,1,DECLARATIONPART,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,UNKNOWN
8,DECLARATIONPART,10,,false,false,,UNKNOWN
8,DECLARATIONPART,11,,false,false,PARAM1:UNKNOWN,UNKNOWN
8,DECLARATIONPART,12,GETTEXT,false,false,FOUND:BOOLEAN,
8,DECLARATIONPART,13,,true,false,,UNKNOWN
8,DECLARATIONPART,14,,true,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
8,DECLARATIONPART,15,,false,false,,UNKNOWN
8,DECLARATIONPART,16,,false,false,,UNKNOWN
8,DECLARATIONPART,17,,false,false,,UNKNOWN
8,DECLARATIONPART,18,,false,false,,UNKNOWN
8,DECLARATIONPART,19,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,UNKNOWN
8,DECLARATIONPART,2,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,UNKNOWN
8,DECLARATIONPART,20,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
8,DECLARATIONPART,3,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
8,DECLARATIONPART,4,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
8,DECLARATIONPART,5,,true,false,PARAM1:UNKNOWN,UNKNOWN
8,DECLARATIONPART,6,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,UNKNOWN
8,DECLARATIONPART,7,,false,false,PARAM1:UNKNOWN,UNKNOWN
8,DECLARATIONPART,8,,false,false,,UNKNOWN
8,DECLARATIONPART,9,,false,false,,UNKNOWN
9,BODYPART,1,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,UNKNOWN
9,BODYPART,10,,false,false,,UNKNOWN
